Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,Value,NumericValue,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
28120026,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2019,359 246,359246,2022-02-10T12:40:14Z,2019,01-01-19,31-12-19
28120027,MALARIA_TOTAL_CASES,COUNTRY,SEN,YEAR,2020,452 984,452984,2022-02-10T12:40:14Z,2020,01-01-20,31-12-20
28120028,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2010,934 028,934028,2022-02-10T12:40:14Z,2010,01-01-10,31-12-10
28120029,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2011,856 332,856332,2022-02-10T12:40:14Z,2011,01-01-11,31-12-11
28120030,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2012,1 945 859,1945859,2022-02-10T12:40:14Z,2012,01-01-12,31-12-12
28120031,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2013,1 715 851,1715851,2022-02-10T12:40:14Z,2013,01-01-13,31-12-13
28120032,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2014,1 898 852,1898852,2022-02-10T12:40:14Z,2014,01-01-14,31-12-14
28120033,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2015,1 569 606,1569606,2022-02-10T12:40:14Z,2015,01-01-15,31-12-15
28120034,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2016,1 845 727,1845727,2022-02-10T12:40:14Z,2016,01-01-16,31-12-16
28120035,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2017,1 741 512,1741512,2022-02-10T12:40:14Z,2017,01-01-17,31-12-17
28120036,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2018,1 781 855,1781855,2022-02-10T12:40:14Z,2018,01-01-18,31-12-18
28120037,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2019,1 837 353,1837353,2022-02-10T12:40:14Z,2019,01-01-19,31-12-19
28120038,MALARIA_TOTAL_CASES,COUNTRY,SLE,YEAR,2020,1 223 397,1223397,2022-02-10T12:40:14Z,2020,01-01-20,31-12-20
28120039,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2010,900 283,900283,2022-02-10T12:40:14Z,2010,01-01-10,31-12-10
28120040,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2011,1 473 653,1473653,2022-02-10T12:40:14Z,2011,01-01-11,31-12-11
28120041,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2012,1 125 039,1125039,2022-02-10T12:40:14Z,2012,01-01-12,31-12-12
28120042,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2013,1 855 501,1855501,2022-02-10T12:40:14Z,2013,01-01-13,31-12-13
28120043,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2014,2 433 991,2433991,2022-02-10T12:40:14Z,2014,01-01-14,31-12-14
28120044,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2015,3 789 475,3789475,2022-02-10T12:40:14Z,2015,01-01-15,31-12-15
28120045,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2016,555 957,555957,2022-02-10T12:40:14Z,2016,01-01-16,31-12-16
28120046,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2017,4 054 795,4054795,2022-02-10T12:40:14Z,2017,01-01-17,31-12-17
28120047,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2018,4 697 506,4697506,2022-02-10T12:40:14Z,2018,01-01-18,31-12-18
28120048,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2019,4 064 662,4064662,2022-02-10T12:40:14Z,2019,01-01-19,31-12-19
28120049,MALARIA_TOTAL_CASES,COUNTRY,SSD,YEAR,2020,1 805 371,1805371,2022-02-10T12:40:14Z,2020,01-01-20,31-12-20
28120050,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2010,2 740,2740,2022-02-10T12:40:14Z,2010,01-01-10,31-12-10
28120051,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2011,8 442,8442,2022-02-10T12:40:14Z,2011,01-01-11,31-12-11
28120052,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2012,12 550,12550,2022-02-10T12:40:14Z,2012,01-01-12,31-12-12
28120053,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2013,9 243,9243,2022-02-10T12:40:14Z,2013,01-01-13,31-12-13
28120054,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2014,1 754,1754,2022-02-10T12:40:14Z,2014,01-01-14,31-12-14
28120055,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2015,2 058,2058,2022-02-10T12:40:14Z,2015,01-01-15,31-12-15
28120056,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2016,2 238,2238,2022-02-10T12:40:14Z,2016,01-01-16,31-12-16
28120057,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2017,2 241,2241,2022-02-10T12:40:14Z,2017,01-01-17,31-12-17
28120058,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2018,2 940,2940,2022-02-10T12:40:14Z,2018,01-01-18,31-12-18
28120059,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2019,2 742,2742,2022-02-10T12:40:14Z,2019,01-01-19,31-12-19
28120060,MALARIA_TOTAL_CASES,COUNTRY,STP,YEAR,2020,1 944,1944,2022-02-10T12:40:14Z,2020,01-01-20,31-12-20
28120061,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2010,1 722,1722,2022-02-10T12:40:14Z,2010,01-01-10,31-12-10
28120062,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2011,797,797,2022-02-10T12:40:14Z,2011,01-01-11,31-12-11
28120063,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2012,626,626,2022-02-10T12:40:14Z,2012,01-01-12,31-12-12
28120064,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2013,962,962,2022-02-10T12:40:14Z,2013,01-01-13,31-12-13
28120065,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2014,711,711,2022-02-10T12:40:14Z,2014,01-01-14,31-12-14
28120066,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2015,475,475,2022-02-10T12:40:14Z,2015,01-01-15,31-12-15
28120067,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2016,317,317,2022-02-10T12:40:14Z,2016,01-01-16,31-12-16
28120068,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2017,1 127,1127,2022-02-10T12:40:14Z,2017,01-01-17,31-12-17
28120069,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2018,957,957,2022-02-10T12:40:14Z,2018,01-01-18,31-12-18
28120070,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2019,577,577,2022-02-10T12:40:14Z,2019,01-01-19,31-12-19
28120071,MALARIA_TOTAL_CASES,COUNTRY,SWZ,YEAR,2020,325,325,2022-02-10T12:40:14Z,2020,01-01-20,31-12-20
28120072,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2010,544 243,544243,2022-02-10T12:40:14Z,2010,01-01-10,31-12-10
28120073,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2011,528 454,528454,2022-02-10T12:40:14Z,2011,01-01-11,31-12-11
28120074,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2012,660 575,660575,2022-02-10T12:40:14Z,2012,01-01-12,31-12-12
28120075,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2013,1 272 841,1272841,2022-02-10T12:40:14Z,2013,01-01-13,31-12-13
28120076,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2014,1 513 772,1513772,2022-02-10T12:40:14Z,2014,01-01-14,31-12-14
28120077,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2015,1 490 556,1490556,2022-02-10T12:40:14Z,2015,01-01-15,31-12-15
28120078,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2016,1 402 215,1402215,2022-02-10T12:40:14Z,2016,01-01-16,31-12-16
28120079,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2017,1 962 372,1962372,2022-02-10T12:40:14Z,2017,01-01-17,31-12-17
28120080,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2018,1 364 706,1364706,2022-02-10T12:40:14Z,2018,01-01-18,31-12-18
28120081,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2019,1 910 518,1910518,2022-02-10T12:40:14Z,2019,01-01-19,31-12-19
28120082,MALARIA_TOTAL_CASES,COUNTRY,TCD,YEAR,2020,1 890 264,1890264,2022-02-10T12:40:14Z,2020,01-01-20,31-12-20
28120083,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2010,1 441 199,1441199,2022-02-10T12:40:14Z,2010,01-01-10,31-12-10
28120084,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2011,519 452,519452,2022-02-10T12:40:14Z,2011,01-01-11,31-12-11
28120085,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2012,909 129,909129,2022-02-10T12:40:14Z,2012,01-01-12,31-12-12
28120086,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2013,965 832,965832,2022-02-10T12:40:14Z,2013,01-01-13,31-12-13
28120087,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2014,1 524 339,1524339,2022-02-10T12:40:14Z,2014,01-01-14,31-12-14
28120088,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2015,1 610 711,1610711,2022-02-10T12:40:14Z,2015,01-01-15,31-12-15
28120089,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2016,1 746 334,1746334,2022-02-10T12:40:14Z,2016,01-01-16,31-12-16
28120090,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2017,1 756 582,1756582,2022-02-10T12:40:14Z,2017,01-01-17,31-12-17
28120091,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2018,2 002 877,2002877,2022-02-10T12:40:14Z,2018,01-01-18,31-12-18
28120092,MALARIA_TOTAL_CASES,COUNTRY,TGO,YEAR,2019,2 406 091,2406091,2022-02-10T12:40:14Z,2019,01-01-19,31-12-19
28120093,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2010,12 893 899,12893899,2022-02-10T12:40:14Z,2010,01-01-10,31-12-10
28120094,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2011,10 165 442,10165442,2022-02-10T12:40:14Z,2011,01-01-11,31-12-11
28120095,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2012,8 478 109,8478109,2022-02-10T12:40:14Z,2012,01-01-12,31-12-12
28120096,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2013,8 587 676,8587676,2022-02-10T12:40:14Z,2013,01-01-13,31-12-13
28120097,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2014,7 403 797,7403797,2022-02-10T12:40:14Z,2014,01-01-14,31-12-14
28120098,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2015,8 406 179,8406179,2022-02-10T12:40:15Z,2015,01-01-15,31-12-15
28120099,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2016,6 623 965,6623965,2022-02-10T12:40:15Z,2016,01-01-16,31-12-16
28120100,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2017,5 988 136,5988136,2022-02-10T12:40:15Z,2017,01-01-17,31-12-17
28120101,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2018,6 219 125,6219125,2022-02-10T12:40:15Z,2018,01-01-18,31-12-18
28120102,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2019,6 003 332,6003332,2022-02-10T12:40:15Z,2019,01-01-19,31-12-19
28120103,MALARIA_TOTAL_CASES,COUNTRY,TZA,YEAR,2020,6 015 706,6015706,2022-02-10T12:40:15Z,2020,01-01-20,31-12-20
28120104,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2010,13 217 617,13217617,2022-02-10T12:40:15Z,2010,01-01-10,31-12-10
28120105,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2011,11 991 843,11991843,2022-02-10T12:40:15Z,2011,01-01-11,31-12-11
28120106,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2012,13 591 932,13591932,2022-02-10T12:40:15Z,2012,01-01-12,31-12-12
28120107,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2013,16 541 563,16541563,2022-02-10T12:40:15Z,2013,01-01-13,31-12-13
28120108,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2014,13 724 345,13724345,2022-02-10T12:40:15Z,2014,01-01-14,31-12-14
28120109,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2015,13 696 889,13696889,2022-02-10T12:40:15Z,2015,01-01-15,31-12-15
28120110,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2016,14 008 604,14008604,2022-02-10T12:40:15Z,2016,01-01-16,31-12-16
28120111,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2017,11 667 831,11667831,2022-02-10T12:40:15Z,2017,01-01-17,31-12-17
28120112,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2018,8 522 824,8522824,2022-02-10T12:40:15Z,2018,01-01-18,31-12-18
28120113,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2019,15 592 793,15592793,2022-02-10T12:40:15Z,2019,01-01-19,31-12-19
28120114,MALARIA_TOTAL_CASES,COUNTRY,UGA,YEAR,2020,15 342 561,15342561,2022-02-10T12:40:15Z,2020,01-01-20,31-12-20
28120115,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2010,8 060,8060,2022-02-10T12:40:15Z,2010,01-01-10,31-12-10
28120116,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2011,9 866,9866,2022-02-10T12:40:15Z,2011,01-01-11,31-12-11
28120117,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2012,6 621,6621,2022-02-10T12:40:15Z,2012,01-01-12,31-12-12
28120118,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2013,8 645,8645,2022-02-10T12:40:15Z,2013,01-01-13,31-12-13
28120119,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2014,11 705,11705,2022-02-10T12:40:15Z,2014,01-01-14,31-12-14
28120120,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2015,4 959,4959,2022-02-10T12:40:15Z,2015,01-01-15,31-12-15
28120121,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2016,4 323,4323,2022-02-10T12:40:15Z,2016,01-01-16,31-12-16
28120122,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2017,29 615,29615,2022-02-10T12:40:15Z,2017,01-01-17,31-12-17
28120123,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2018,10 789,10789,2022-02-10T12:40:15Z,2018,01-01-18,31-12-18
28120124,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2019,13 833,13833,2022-02-10T12:40:15Z,2019,01-01-19,31-12-19
28120125,MALARIA_TOTAL_CASES,COUNTRY,ZAF,YEAR,2020,8 126,8126,2022-02-10T12:40:15Z,2020,01-01-20,31-12-20
28120126,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2010,4 229 839,4229839,2022-02-10T12:40:15Z,2010,01-01-10,31-12-10
28120127,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2011,4 607 908,4607908,2022-02-10T12:40:15Z,2011,01-01-11,31-12-11
28120128,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2012,4 695 400,4695400,2022-02-10T12:40:15Z,2012,01-01-12,31-12-12
28120129,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2013,5 465 122,5465122,2022-02-10T12:40:15Z,2013,01-01-13,31-12-13
28120130,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2014,5 972 933,5972933,2022-02-10T12:40:15Z,2014,01-01-14,31-12-14
28120131,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2015,5 094 123,5094123,2022-02-10T12:40:15Z,2015,01-01-15,31-12-15
28120132,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2016,5 976 192,5976192,2022-02-10T12:40:15Z,2016,01-01-16,31-12-16
28120133,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2017,6 054 679,6054679,2022-02-10T12:40:15Z,2017,01-01-17,31-12-17
28120134,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2018,5 195 723,5195723,2022-02-10T12:40:15Z,2018,01-01-18,31-12-18
28120135,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2019,5 360 020,5360020,2022-02-10T12:40:15Z,2019,01-01-19,31-12-19
28120136,MALARIA_TOTAL_CASES,COUNTRY,ZMB,YEAR,2020,8 698 304,8698304,2022-02-10T12:40:15Z,2020,01-01-20,31-12-20
28120137,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2010,648 965,648965,2022-02-10T12:40:15Z,2010,01-01-10,31-12-10
28120138,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2011,319 935,319935,2022-02-10T12:40:15Z,2011,01-01-11,31-12-11
28120139,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2012,276 963,276963,2022-02-10T12:40:15Z,2012,01-01-12,31-12-12
28120140,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2013,422 633,422633,2022-02-10T12:40:15Z,2013,01-01-13,31-12-13
28120141,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2014,572 944,572944,2022-02-10T12:40:15Z,2014,01-01-14,31-12-14
28120142,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2015,482 379,482379,2022-02-10T12:40:15Z,2015,01-01-15,31-12-15
28120143,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2016,384 029,384029,2022-02-10T12:40:15Z,2016,01-01-16,31-12-16
28120144,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2017,767 069,767069,2022-02-10T12:40:15Z,2017,01-01-17,31-12-17
28120145,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2018,264 018,264018,2022-02-10T12:40:15Z,2018,01-01-18,31-12-18
28120146,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2019,308 173,308173,2022-02-10T12:40:15Z,2019,01-01-19,31-12-19
28120147,MALARIA_TOTAL_CASES,COUNTRY,ZWE,YEAR,2020,447 381,447381,2022-02-10T12:40:15Z,2020,01-01-20,31-12-20
28120148,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2010,109,109,2022-02-10T12:40:15Z,2010,01-01-10,31-12-10
28120149,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2011,28,28,2022-02-10T12:40:15Z,2011,01-01-11,31-12-11
28120150,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2012,16,16,2022-02-10T12:40:15Z,2012,01-01-12,31-12-12
28120151,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2013,11,11,2022-02-10T12:40:15Z,2013,01-01-13,31-12-13
28120152,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2014,15,15,2022-02-10T12:40:15Z,2014,01-01-14,31-12-14
28120153,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2015,11,11,2022-02-10T12:40:15Z,2015,01-01-15,31-12-15
28120154,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2016,7,7,2022-02-10T12:40:15Z,2016,01-01-16,31-12-16
28120155,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2017,18,18,2022-02-10T12:40:15Z,2017,01-01-17,31-12-17
28120156,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2018,23,23,2022-02-10T12:40:15Z,2018,01-01-18,31-12-18
28120157,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2019,0,0,2022-02-10T12:40:15Z,2019,01-01-19,31-12-19
28120158,MALARIA_TOTAL_CASES,COUNTRY,ARG,YEAR,2020,0,0,2022-02-10T12:40:15Z,2020,01-01-20,31-12-20
28120159,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2010,150,150,2022-02-10T12:40:15Z,2010,01-01-10,31-12-10
28120160,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2011,79,79,2022-02-10T12:40:15Z,2011,01-01-11,31-12-11
28120161,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2012,37,37,2022-02-10T12:40:15Z,2012,01-01-12,31-12-12
28120162,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2013,26,26,2022-02-10T12:40:15Z,2013,01-01-13,31-12-13
28120163,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2014,19,19,2022-02-10T12:40:15Z,2014,01-01-14,31-12-14
28120164,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2015,13,13,2022-02-10T12:40:15Z,2015,01-01-15,31-12-15
28120165,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2016,5,5,2022-02-10T12:40:15Z,2016,01-01-16,31-12-16
28120166,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2017,9,9,2022-02-10T12:40:15Z,2017,01-01-17,31-12-17
28120167,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2018,7,7,2022-02-10T12:40:15Z,2018,01-01-18,31-12-18
28120168,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2019,2,2,2022-02-10T12:40:15Z,2019,01-01-19,31-12-19
28120169,MALARIA_TOTAL_CASES,COUNTRY,BLZ,YEAR,2020,0,0,2022-02-10T12:40:15Z,2020,01-01-20,31-12-20
28120170,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2010,13 769,13769,2022-02-10T12:40:15Z,2010,01-01-10,31-12-10
28120171,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2011,7 143,7143,2022-02-10T12:40:15Z,2011,01-01-11,31-12-11
28120172,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2012,7 415,7415,2022-02-10T12:40:15Z,2012,01-01-12,31-12-12
28120173,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2013,7 342,7342,2022-02-10T12:40:15Z,2013,01-01-13,31-12-13
28120174,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2014,7 401,7401,2022-02-10T12:40:15Z,2014,01-01-14,31-12-14
28120175,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2015,6 907,6907,2022-02-10T12:40:15Z,2015,01-01-15,31-12-15
28120176,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2016,5 553,5553,2022-02-10T12:40:15Z,2016,01-01-16,31-12-16
28120177,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2017,4 587,4587,2022-02-10T12:40:15Z,2017,01-01-17,31-12-17
28120178,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2018,5 354,5354,2022-02-10T12:40:15Z,2018,01-01-18,31-12-18
28120179,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2019,9 357,9357,2022-02-10T12:40:15Z,2019,01-01-19,31-12-19
28120180,MALARIA_TOTAL_CASES,COUNTRY,BOL,YEAR,2020,12 187,12187,2022-02-10T12:40:15Z,2020,01-01-20,31-12-20
28120181,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2010,334 667,334667,2022-02-10T12:40:16Z,2010,01-01-10,31-12-10
28120182,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2011,267 146,267146,2022-02-10T12:40:16Z,2011,01-01-11,31-12-11
28120183,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2012,242 758,242758,2022-02-10T12:40:16Z,2012,01-01-12,31-12-12
28120184,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2013,178 546,178546,2022-02-10T12:40:16Z,2013,01-01-13,31-12-13
28120185,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2014,142 744,142744,2022-02-10T12:40:16Z,2014,01-01-14,31-12-14
28120186,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2015,146 161,146161,2022-02-10T12:40:16Z,2015,01-01-15,31-12-15
28120187,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2016,129 244,129244,2022-02-10T12:40:16Z,2016,01-01-16,31-12-16
28120188,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2017,194 425,194425,2022-02-10T12:40:16Z,2017,01-01-17,31-12-17
28120189,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2018,194 573,194573,2022-02-10T12:40:16Z,2018,01-01-18,31-12-18
28120190,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2019,157 454,157454,2022-02-10T12:40:16Z,2019,01-01-19,31-12-19
28120191,MALARIA_TOTAL_CASES,COUNTRY,BRA,YEAR,2020,145 188,145188,2022-02-10T12:40:16Z,2020,01-01-20,31-12-20
28120192,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2010,117 650,117650,2022-02-10T12:40:16Z,2010,01-01-10,31-12-10
28120193,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2011,64 436,64436,2022-02-10T12:40:16Z,2011,01-01-11,31-12-11
28120194,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2012,60 179,60179,2022-02-10T12:40:16Z,2012,01-01-12,31-12-12
28120195,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2013,51 722,51722,2022-02-10T12:40:16Z,2013,01-01-13,31-12-13
28120196,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2014,40 768,40768,2022-02-10T12:40:16Z,2014,01-01-14,31-12-14
28120197,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2015,55 866,55866,2022-02-10T12:40:16Z,2015,01-01-15,31-12-15
28120198,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2016,83 227,83227,2022-02-10T12:40:16Z,2016,01-01-16,31-12-16
28120199,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2017,54 102,54102,2022-02-10T12:40:16Z,2017,01-01-17,31-12-17
28120200,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2018,63 143,63143,2022-02-10T12:40:16Z,2018,01-01-18,31-12-18
28120201,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2019,80 415,80415,2022-02-10T12:40:16Z,2019,01-01-19,31-12-19
28120202,MALARIA_TOTAL_CASES,COUNTRY,COL,YEAR,2020,76 236,76236,2022-02-10T12:40:16Z,2020,01-01-20,31-12-20
28120203,MALARIA_TOTAL_CASES,COUNTRY,CRI,YEAR,2010,114,114,2022-02-10T12:40:16Z,2010,01-01-10,31-12-10
28120204,MALARIA_TOTAL_CASES,COUNTRY,CRI,YEAR,2011,17,17,2022-02-10T12:40:16Z,2011,01-01-11,31-12-11
28120205,MALARIA_TOTAL_CASES,COUNTRY,CRI,YEAR,2012,8,8,2022-02-10T12:40:16Z,2012,01-01-12,31-12-12
28120206,MALARIA_TOTAL_CASES,COUNTRY,CRI,YEAR,2013,6,6,2022-02-10T12:40:16Z,2013,01-01-13,31-12-13
